user_id,总分,Question1分数,Question2分数,Question3分数,Question4分数,Question1KeyWords,Question2KeyWords,Question3KeyWords,Question4KeyWords
25630585372f0497ad1a7b6f2c63691986f1b86f,0.734915572263,0.370499492395,0.0,0.0,0.364416079867,"['cell', 'normal', 'DNA', 'govern', 'part', 'methylation', 'processes', 'important', 'gene', 'regulatory', 'transcription', 'forms']","['according', 'genes', 'embryonic', 'expressed', 'development', 'monoallelically', 'placental', 'Imprinted', 'origin', 'parent', 'critical', 'proper']","['processes', 'epigenetic', 'chemical', 'drug', 'genetic', 'reactions', 'treatment', 'open', 'susceptible', 'during', 'intervention', 'way']","['DNA', 'preserve', 'marks', 'methylation', 'once', 'enzymes', 'treatments', 'methyltransferase', 'enduring', 'because', 'particularly', 'form']"
20cbe143f79361bc70aaf1dd9c5960478714c03f,5.89738610602,0.886603502159,0.0,2.9691274498,2.04165515405,"['normal', 'cells', 'unmethylated', 'most', 'islands', 'CpG']","['expression', 'Long', 'coding', 'inhibits', 'LncRNA', 'lgf2', 'H19', 'chromosome', 'non', 'RNA', 'same', 'cis']","['Decitabine', 'methyltransferase', 'inhibitor', 'DNMT']","['methylation', 'heritable', 'cell', 'division', 'DNA', 'through', 'mitotically', 'maintained', 'therefore']"
a0d6b60ed652b6cee6cfbdf8f850cbf32123ccc0,4.66119414729,0.806567936451,0.0,2.81268206674,1.0419441441,"['near', 'usually', 'genes', 'found', 'promoters', 'CpG', 'islands']","['cell', 'Most', 'genes', 'involved', 'growth', 'imprinted']","['DNA', 'methylation', 'methylates', 'Normally', 'replicating', 'carry', 'methylated', 'methyltransferase', 'hemi', 'daughter', 'DNMT1', 'cells']","['Using', 'DNA', 'altering', 'methylation', 'therapy', 'drugs', 'Dr', 'patterns', 'observed', 'anti', 'been', 'epigenome']"
6390edd8561b60ef21a1773567181bdbb298bbc3,3.02938267195,0.8472135955,0.0,1.35053202727,0.831637049183,"['leads', 'Methylation', 'genes', 'promotor', 'silencing', 'within', 'targets', 'promoters', 'CpG', 'islands']","['conditional', 'usually', 'behavior', 'causes', 'each', 'Imprinting', 'specific', 'chromosome', 'ICR']","['DNMTi', 'action', 'inhibits', 'Methyltransferase', 'Decitibine', 'DNA']","['passed', 'cell', 'descendants', 'alterations', 'DNA', 'any', 'daughter', 'so', 'methylation', 'cells', 'also']"
35fc1d8bf7917debd9913eb532d27446a1c21bcd,4.72363099474,0.881102538595,0.0,2.0677350631,1.77479339304,"['components', 'leads', 'DNA', 'alteration', 'divided', 'methylation', 'several', 'mainly', 'cancer', 'occurrence', 'into']","['expression', 'enhancers', 'lgf2', 'enhanced', 'downstream']","['Decitabine', 'analogues', 'nuceloside']","['methylation', 'epigenetic', 'DNA', 'modification']"
4a10f3cd95c1e4b24794a8313bc6abb88cf3f8c0,5.87816081313,0.929719568885,1.28288426175,2.49859765089,1.16695933161,"['expression', 'DNA', 'gene', 'methylation', 'inhibit', 'CpG', 'islands']","['inhibited', 'availabe', 'leaving', 'expression', 'H19', 'promoter', 'asssociated', 'enhancers', 'allele', 'paternal', 'gene', 'igf2']","['Decitabine', 'DNA', 'demethylase']","['methylation', 'cancer', 'DNA', 'Altered', 'seen']"
3c5274aa1a7c9b8d1fe2a77b64b24fd2ea787706,3.95538657926,0.921083141968,0.0,1.31112156257,1.72318187472,"['promoter', 'found', 'CG', 'regions', 'gene', 'dinucleotides', 'they', 'rich', 'CpG', 'islands']","['Igf2', 'paternally', 'locus', 'H19', 'imprinted']","['more', 'epigenetic', 'belongs', 'DNMTi', 'Decitabine', 'drug', 'DNMT', 'inhibitors', 'specifically']","['heritable', 'epigenetic', 'mitotically', 'methylation', 'therefore', 'DNA', 'mark']"
c991e3dad6cab1f06d0be129170061f98d12e53d,4.70646658143,0.906617702618,0.0,2.3246076104,1.47524126841,"['promoter', 'located', 'regions', 'mostly', 'CpG', 'islands']","['genes', 'Imprint', 'embryonic', 'cleared', 'early', 'development']","['Decitabine', 'inhibitor', 'DNMT1']","['life', 'DNA', 'effects', 'altering', 'methylation', 'drug', 'long']"
88cb48adbcf98bf830ec57377f3b09ac4a7dbab3,9.40567049628,1.42323656455,3.6773820579,2.78921042331,1.51584145053,"['cell', 'normal', 'there', 'elements', 'introns', 'repetitive', 'hypomethylated', 'CpG', 'intergeneic', 'regions', 'hypermethylated', 'islands']","['methylation', 'allele', 'ICR', 'cell', 'normal', 'Igf2', 'H19', 'there', 'paternal', 'occurs', 'no', 'locus']","['DNA', 'transferase', 'belongs', 'agents', 'Decitabine', 'methyl', 'class', 'demethylating', 'inhibitors']","['methylation', 'only', 'DNA', 'targeting', 'once', 'treatment', 'effects', 'global', 'Drugs', 'produces', 'pattern', 'occurs']"
7dcc6fe812d4b78ddf00cbb02d540bce8defcd55,2.42389041371,0.738845767239,0.0,1.46853829552,0.216506350946,"['cell', 'more', 'normal', 'intergenic', 'methylation', 'introns', 'present', 'largely', 'genome', 'spreaded', 'being', 'throughout']","['imprinting', 'both', 'expressed', 'depending', 'alleles', 'likely', 'methylation', 'pattern', 'become', 'show', 'loss', 'Cancer']","['DNA', 'leukaemia', 'treat', 'class', 'agents', 'used', 'myelogenous', 'myelodysplastic', 'belongs', 'syndromes', 'precursors', 'Decitabine']","['growing', 'stop', 'its', 'changes', 'so', 'may', 'without', 'effective', 'Epigenetic', 'heritable', 'having', 'kill']"
a6fa08ea02608c8477e1dd546ffeeec3ca75838b,3.63224489632,0.542035019723,0.0,2.25918766611,0.831022210489,"['near', 'found', 'gene', 'promoters', 'CPG', 'islands', 'CpG']","['refers', 'two', 'alleles', 'expression', 'parental', 'allelic', 'manner', 'imprinting', 'mono', 'gene', 'origin', 'parent']","['AML', 'DNA', 'syndrome', 'malignancies', 'trials', 'clinical', 'myelodysplastic', 'progressed', 'Acute', 'use', 'myeloid', 'methyltransferase']","['strands', 'replication', 'DNA', 'methylation', 'cytosines', 'maintain', 'daughter', 'dinucleotide', 'unmethylated', 'parent', 'whereas', 'CPG']"
462e8aa1c9199a4e55343b5e57cde27a4b7bd833,3.50676918041,1.11842868228,0.680829981071,0.954053600472,0.753456916584,"['often', 'most', 'CpG', 'somatic', 'hypomethylized', 'DNA', 'within', 'methalized', 'found', 'islands', 'regions', 'cells']","['cell', 'normal', 'suppressing', 'activating', 'Igf2', 'H19', 'supports', 'methylated', 'turn', 'suppressor', 'paternal', 'tumor']","['agent', 'inhibiting', 'function', 'works', 'through', 'DMT', 'Decitabine', 'hypomethylating', 'demethyltransferase']","['fetus', 'starts', 'DNA', 'normally', 'occur', 'after', 'stage', 'development', 'blastosphere', 'methylization']"
e56f75c10cd98e6a65b9149aa27f6d09f38bf90a,2.28664801507,0.4375,0.57735026919,1.04819094813,0.22360679775,"['nucleotides', 'gene', 'act', 'promoters', 'clusters', 'CpG', 'expression', 'islands']","['DNA', 'regions', 'seen', 'methylation', 'imprint', 'cancer', 'also', 'ICR', 'control']","['Decitabine', 'cytidine', 'analogue']","['Changes', 'epigenetics', 'heritable', 'mitotically', 'made']"
fed728ca81f70c75ff59a3d2ad30d68db2be4a5b,4.17935749891,1.67067823872,0.824957911384,0.914853304001,0.768868044809,"['hypermethylation', 'DNA', 'Abnormal', 'methylation', 'sequences', 'associated', 'hypomethylation', 'REs', 'genes', 'been', 'ways', 'element']","['only', 'something', 'normally', 'factor', 'inherited', 'expressed', 'Igf2', 'known', 'imprinting', 'father', 'allele', 'maternal']","['lead', 'AML', 'leukaemia', 'ML', 'treat', 'used', 'syndromes', 'myelogenous', 'myeloid', 'myelodysplastic', 'leukemia', 'Decitabine']","['cell', 'division', 'individual', 'changes', 'progeny', 'inherited', 'Epigenetic', 'methylation', 'mitotically', 'life', 'during', 'cells']"
aabc1df6262b8d57de98ebc8f17d6ffb600a91cc,5.55605001054,0.788743173108,1.09922913703,1.84496621997,1.82311148044,"['DNA', 'active', 'methylation', 'does', 'open', 'islands', 'genes', 'thus', 'normally', 'occur', 'factors', 'transcription']","['H19', 'silenced', 'gene', 'Control', 'thus', 'Igf2', 'methylated', 'Region', 'allele', 'paternal', 'Imprint', 'downstream']","['DNA', 'belongs', 'agents', 'Decitabine', 'drugs', 'class', 'demethylating', 'known']","['methylation', 'DNA', 'cell', 'altered', 'division', 'through', 'pass', 'drugs', 'when', 'heritable', 'thus', 'maintained']"
8c5ff63099c83bb024dba5010e548e288e29a1fd,8.85371935209,2.72234828566,1.26966946843,2.57791576207,2.28378583593,"['hypermethylation', 'intergenic', 'hypomethylated', 'DNA', 'repetitive', 'elements', 'promoter', 'genes', 'regions', 'found', 'instead', 'island']","['cluster', 'influences', 'H19', 'imprint', 'surroundings', 'Igf2', 'region', 'ICR', 'control']","['Decitabine', 'inhibitor', 'DNMT']","['epigenetic', 'because', 'marks', 'DNA', 'alteration', 'mitotically', 'methylation', 'inherited', 'heritable']"
04043b2c15ddf04a7afe1130b6680ec518b1146c,3.24893446561,1.42339021763,0.0,0.909580251311,0.915963996667,"['methylation', 'many', 'prevent', 'repeats', 'silencing', 'example', 'DNA', 'interference', 'functions', 'genome', 'mainly', 'elements']","['expressed', 'silencing', 'coding', 'targeting', 'among', 'others', 'Igf2r', 'protein', 'maternally', 'histone', 'promote', 'imprinting']","['genes', 'they', 'cell', 'Methyltransferases', 'cancer', 'silences', 'such', 'attaches', 'enzimes', 'suppressor', 'histone', 'methyl']","['cell', 'division', 'DNA', 'changes', 'through', 'methylation', 'actively', 'Epigenetic', 'passed', 'until', 'generations', 'least']"
42f6b9a8b22a005189d92057786276cf35b737ca,4.50221684139,0.544331053952,0.555195212831,2.33227617757,1.07041439704,"['hypomethylated', 'CGI', 'CpG', 'Normally', 'islands']","['paternal', 'maternal', 'genome', 'Imprinting', 'specific', 'process', 'inheritance']","['DNA', 'belongs', 'agents', 'Decitabine', 'class', 'demethylating']","['mitotic', 'because', 'DNA', 'effect', 'methylation', 'inheritabilaty', 'lasting']"
