user_id,总分,Question1分数,Question2分数,Question3分数,Question4分数
affc1986451be2af5416955cbce80e853fd190a4,4.88506517781,1.1503408062,0.0,1.72334100597,2.01138336565
2bc58aecb987684e7f32164f598b02c263427100,3.73316176772,0.59437674406,1.20235026919,0.572579480148,1.36385527432
7ed2baf009185659a90301d03c7c384cdc5d59ee,5.41500170987,0.865968179982,0.923575314055,2.36343104771,1.26202716812
d304383e906ef30894e1c2fd22102e9553e2ab41,7.36107074903,0.911717203011,2.68739260883,2.06045788457,1.70150305262
0dde677eb3340503c1abd1eea4074f35fbc42d3e,6.27844290901,2.53012666418,0.0,1.69254719199,2.05576905284
37fd18466742f78e0d707a17c0c93022ab65dc54,nan,0.775891966026,0.719834927296,1.54533998907,nan
20cfc5a689af163a7418fb2b556cd9cd57e581ab,4.37697603938,0.544331053952,0.0,1.52959489372,2.30305009171
15672be5f875f9f3db40e9eadb90d01b4c107dd7,4.23629374289,1.56127322054,0.0,0.0716114874039,2.60340903495
e7da2cd6bd79d8e0823bca292daa0cd46063aad2,5.75601449246,0.355205098312,1.90392071449,2.84437809475,0.65251058491
3fbc1ff2567f6506df2bb99a26e430719c7c5af2,nan,0.298142397,nan,0.737303011617,3.75592335606
6e8025ac4b8b351af8dd96702b080c3e842a40b5,4.44371705909,0.567077906655,0.0,2.12145766689,1.75518148554
026330cbb1d9b2f7c6f0ff73c78484ad508f751c,7.31310214733,0.96800249024,2.30525216149,3.38509438398,0.654753111613
151a0cff56fc8eb67faa5cd100830c6571d280d5,4.81469442138,0.905226677433,0.308606699924,2.70004052745,0.900820516571
bdc8a495ea3f8c53e0987591a670e7703e4eb9b5,1.75986944933,0.457392024304,0.0,0.0,1.30247742503
41a0b1272af6d33278ed0c87e6626f268418cfbe,3.67748792421,0.859222476134,0.0,2.81826544808,0.0
9c55e568988df1fd0dd1b6962f67193bf390a488,9.21060526327,1.096770341,4.05554055824,2.58361499547,1.47467936856
1bc2c60698ac49f4fcbacb13fed97f353f6c1305,8.40339839383,1.34549589786,2.81701547943,3.49780549675,0.743081519792
ff514709ddad08dbb9bc88ab0cd0c9ef0d99c1eb,5.80927868626,0.335410196625,1.28180332286,1.94903963146,2.24302553532
dfc933ab96764839e42b5a9564196549710cdc2e,8.52910661643,0.611494370381,3.99041561482,2.68852005543,1.23867657581
fe5d868f83dcc0b8fe16ac138c0b8840901a31fd,10.20962813,1.20505201,2.47635310507,4.68654808542,1.84167492951
bdbf9e4ad8ca9b6cd3770b06f1e65bd84e9ab1a4,5.15777832629,0.195136732208,1.6573163425,1.76217531885,1.54314993273
fd2c4bb1cac49aba932462a89a637225bb324395,2.44332107622,0.245944946159,0.0,1.64327404271,0.554102087348
fb1f2762560ba3008ab5455b2a84e50e7cdd1ce0,8.17275177035,3.01153717432,0.0,2.40560989877,2.75560469726
47e4f5a52c03ea9d50d6a97b6b6b8050b262cc71,2.28224110497,0.178174161275,1.83740027702,0.266666666667,0.0
a61e4335e7077cc6bf69c9619731c71e7afc4f6f,4.37756716062,1.14183813618,0.0,1.85103058463,1.38469843981
40b49fba8c475279f57acf98f54deab4fedfeece,6.46855438751,0.369335252601,3.23667541521,1.73148056503,1.13106315467
b8d9216ddf930992951157bb4db9b7fa0f89ccb9,1.83315905307,0.632140214431,0.0615457454897,0.553745137117,0.585727956032
0d7fe1dbfa09a974794a53745a6db048ecef3517,7.41145691418,1.44378485401,1.17639406752,3.61991772491,1.17136026775
c646f73e45a53bd47570e80f429f7f09252be77b,3.2362058935,0.789390638469,0.38490017946,0.621637021356,1.44027805421
