,user_id,总分,Question1分数,Question2分数,Question3分数,Question4分数
0,567cdbfc3a9a40e9a4d52c0d2213262b13798063,7.5233665067999995,0.3319407513,3.5707702004,3.2281453755,0.39251017969999996
1,c5f457c5e8359c8bb98c636ce659b5e608177dab,2.2160686934,0.8185339275,0.0,0.9550459162,0.4424888496
2,2a4428c22bc0baad6d2e0ef96ff7dced51034761,4.162947766,0.8629935840999999,1.3682057556,1.4901469050999998,0.44160152119999996
3,fed728ca81f70c75ff59a3d2ad30d68db2be4a5b,4.3092595059,1.7789444415,0.8249579114,0.9148533040000001,0.790503849
4,b3b6cc01baf323378b437ec1818f747ceefec0a9,5.4558812503,0.742453076,0.0,2.9307653349000002,1.7826628394
5,62d1a78e94b3b21b55a8da0e23149b6b737907f5,5.9784801696,0.3333333333,2.0051814855,1.9688650815000002,1.6711002691999999
6,0f1f34007dcaace17314c5f1943ffa3cd9e6f2c1,7.4574035182000005,0.8578563359999999,0.9682335128,3.4769899483999995,2.154323721
7,04675c2640658f3ca2667b14181a11209dfd8ac3,5.7648554271000005,0.5230866837,0.0,4.275842917099999,0.9659258262999999
8,9ed78e87aafcbe898c06d2ed13dfd36379320de6,9.3119438871,0.3429971703,2.490147543,4.1765004570999995,2.3022987168
9,32fadb36686ca4a331a4d98b09ba5781f5291a56,6.9510196704,1.1097774266,2.3052521615,1.5463898206,1.9896002616
10,266d83ab4332bcd449c986b102df1a9d23e41480,2.8365235106,0.3535390404,0.0,2.4829844703,0.0
11,14a5f5e287f2a8ff59fe723d9b5db9f2805d9f3a,7.1984402199,1.2233082888,1.1484592458,2.9680498496,1.8586228356999999
12,01c141776a9965324d9eccc91f02d4b513854b2f,3.5477967416000005,0.9265852084,0.3599545676,2.1321575207,0.1290994449
13,407d11a219995379b0741d981ec39034edbb8ff2,8.1634651191,0.0,3.0661926196,4.5595584799,0.5377140196
14,ecccd188d046fdfebf5fd5e130e8432d8fb85644,4.3488354804,0.8202280183,0.0,1.4140994762999999,2.1145079858
15,2e6209b9aa1433ae8ea94a6f2c3bc8ad6855b801,3.5509447382999997,0.6247196946,1.4871400955,1.1578349481999999,0.28125
16,6959c8f5f760e92defe9676655838c7ac5d993b8,5.2851821223,0.4264014327,0.4923659639,2.8246272035000004,1.5417875221000001
17,6257b7e575ca1b06220e8990d437db3b12920b3d,6.31286923,1.1333113529,2.1043976827,2.8683226271,0.2068375673
18,7ee042032c09376ef32c00a64b01163c54e8baba,8.4166692975,0.8614077631,2.5972586081999998,2.8854577252999998,2.0725452009
19,8a19b900d898e8faf93353acae6a02f9cdaecc55,9.3935750638,0.5355161985,3.8213672051,3.7259175283999997,1.3107741319
20,278d98e5131ba17aecc425083f3ea9a635a6c4c6,6.872013045599999,0.7791129081,1.9229126573,2.7434206341000005,1.4265668461
21,efec333c3a865cbd55ac8042c4e43c051aa3da37,6.8367208699,1.190570752,1.7458068315000002,2.7029458649,1.1973974215
22,1c65838fd8b808338ec10890e2891986da17de59,3.1146368986,0.9878240529000001,0.0,1.2626736726,0.8641391731
23,ba6266288c37ef8f47a25f8632521aeac0ed8ed5,9.858512512699999,1.1713365563,4.1974501035000005,2.4339568001,2.0557690528
24,88b4d4a3f583423171131999f89fbc4a6404d748,8.4664252503,0.7493030751,3.5490381057,2.1123150166999998,2.0557690528
25,86744476eca50c538e165d27bb810c4eef67d0fd,8.4259499296,1.7783205209000001,0.5477225575,3.1985986341,2.901308217
26,2810955f80e7c2a4162ec88c526daa0efc4608b5,3.4026067567,0.8644420120999999,1.126913464,0.0,1.4112512807
27,79e9a3fd2efe44420dad58f32bd4bebd38fe8742,7.3417206622,0.49610614299999994,1.7634100425,4.3701634011,0.7120410756000001
28,3ecc3a3cf0929bf8cfa4022f223f7e88e21d79fa,1.2047235015,0.6296945341,0.0,0.40510391840000004,0.1699250491
29,4fdfeb4efa06786991be137f872291cb9de647ab,10.2384013108,0.4811252243,3.2804664093,4.5065862401,1.9702234369999998
30,1718bf8f7d6ef6a3f6d9aa821ca24e24533469d3,2.191459655,1.1752319251999999,0.3608439182,0.6553838115999999,0.0
31,1348793c5fb399902f621c8f90eb346a76f4f49f,11.059528710999999,1.3670376321000002,2.3237900077,4.8333586799,2.5353423913
32,76eac3909630ed92187b3834b4be947aa7f0db78,6.7358998658,0.953512695,0.0,4.0249229132,1.7574642576
33,d7caef96e4d0dcb6e31822e2acf3bdaa557105b3,4.3074287792,2.3108826988,0.0,1.0618330801,0.9347130003
34,e009d06cff665ae69bb8e9fa6d8cd3ea9ad260e2,5.0459139643,0.46071384979999996,0.9294625597,2.0426526256,1.6130849291999998
35,247c5c7384484c504eb950bbcc2b0ceed3f364b0,4.8016689952,0.6091925589,1.4507649025999998,2.6764324127,0.065279121
36,1244e75a7cabbe42e07638531731f7c7751738db,5.0086425604,1.3759249288,0.0,2.1901753169,1.4425423147
37,5f0a4dd2b8e8f10a4eab4db27c821cd2f1991366,3.2645650872000003,0.8533235999,0.0,1.7910320569999998,0.6202094303
38,355683afb1ab78971a597ab148b3719e98273283,4.9298236431,0.3553345273,0.0,2.5314494055,2.0430397103
39,5ada12f9fdbf25f6f5bd927f5ea0d7e2caa5086c,1.5077664599,1.0934671443000001,0.0,0.19069251780000002,0.2236067978
40,65993c85bf9867b4cbaaac806084d34dd9964759,6.5339569471,1.2455991291,1.9482936725,1.5848826599,1.7551814855
41,663e80b9fa4ed00cb2871f505adc104ae8b2626a,2.8072465695999997,0.4912781341,0.0,1.7701975038999997,0.5457709316
42,1db3e991809adfbcc2eccd56d10c28ab3109f2a6,5.9217675463,1.3962934591999998,0.0,2.9869259298000004,1.5385481574000002
